2025-07-20 12:52:28.376 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 12:52:28.393 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 12:52:28.393 | WARNING  | agent_memory_system.utils.logger:warning:179 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 12:52:28.396 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储初始化完成
2025-07-20 12:52:28.396 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器初始化完成
2025-07-20 12:52:28.396 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 12:52:28.410 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 12:52:28.418 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 12:52:28.432 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 12:52:28.432 | WARNING  | agent_memory_system.utils.logger:warning:179 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 12:52:28.434 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储初始化完成
2025-07-20 12:52:28.435 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器初始化完成
2025-07-20 12:52:28.435 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 12:52:28.448 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 12:52:28.520 | WARNING  | __main__:init_app:45 | 环境变量文件不存在: /app/.env
