2025-07-20 13:17:31.975 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 13:17:31.994 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 13:17:31.995 | WARNING  | agent_memory_system.utils.logger:warning:179 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 13:17:31.997 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储初始化完成
2025-07-20 13:17:31.997 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器初始化完成
2025-07-20 13:17:31.998 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 13:17:32.012 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 13:17:32.023 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 13:17:32.037 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 13:17:32.037 | WARNING  | agent_memory_system.utils.logger:warning:179 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 13:17:32.039 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储初始化完成
2025-07-20 13:17:32.040 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器初始化完成
2025-07-20 13:17:32.041 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 13:17:32.052 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 13:17:32.133 | WARNING  | __main__:init_app:45 | 环境变量文件不存在: /app/.env
