2025-07-20 10:09:11.213 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 10:09:11.381 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 10:09:11.382 | WARNING  | agent_memory_system.utils.logger:warning:179 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 10:09:11.394 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储初始化完成
2025-07-20 10:09:11.394 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器初始化完成
2025-07-20 10:09:11.395 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 10:09:11.458 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 10:09:11.491 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 10:09:11.548 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 10:09:11.549 | WARNING  | agent_memory_system.utils.logger:warning:179 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 10:09:11.560 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储初始化完成
2025-07-20 10:09:11.561 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器初始化完成
2025-07-20 10:09:11.562 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 10:09:11.600 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 10:09:12.160 | WARNING  | __main__:init_app:45 | 环境变量文件不存在: /app/.env
