2025-07-20 07:41:38.804 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 07:41:38.831 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 07:41:38.832 | WARNING  | agent_memory_system.utils.logger:warning:179 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 07:41:38.835 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储初始化完成
2025-07-20 07:41:38.835 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器初始化完成
2025-07-20 07:41:38.836 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 07:41:38.856 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 07:41:38.869 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 07:41:38.895 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 07:41:38.896 | WARNING  | agent_memory_system.utils.logger:warning:179 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 07:41:38.898 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储初始化完成
2025-07-20 07:41:38.899 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器初始化完成
2025-07-20 07:41:38.899 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 07:41:38.929 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 07:41:39.057 | WARNING  | __main__:init_app:45 | 环境变量文件不存在: /app/.env
