2025-07-20 05:45:42.593 | INFO     | agent_memory_system.utils.logger:info:170 | 使用CPU向量索引
2025-07-20 05:45:42.606 | INFO     | agent_memory_system.utils.logger:info:170 | 图存储初始化完成
2025-07-20 05:45:42.606 | WARNING  | agent_memory_system.utils.logger:warning:173 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 05:45:42.609 | INFO     | agent_memory_system.utils.logger:info:170 | 缓存存储初始化完成
2025-07-20 05:45:42.609 | INFO     | agent_memory_system.utils.logger:info:170 | 记忆管理器初始化完成
2025-07-20 05:45:42.610 | INFO     | agent_memory_system.utils.logger:info:170 | 使用CPU向量索引
2025-07-20 05:45:42.621 | INFO     | agent_memory_system.utils.logger:info:170 | 图存储初始化完成
2025-07-20 05:45:42.628 | INFO     | agent_memory_system.utils.logger:info:170 | 使用CPU向量索引
2025-07-20 05:45:42.638 | INFO     | agent_memory_system.utils.logger:info:170 | 图存储初始化完成
2025-07-20 05:45:42.638 | WARNING  | agent_memory_system.utils.logger:warning:173 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 05:45:42.640 | INFO     | agent_memory_system.utils.logger:info:170 | 缓存存储初始化完成
2025-07-20 05:45:42.640 | INFO     | agent_memory_system.utils.logger:info:170 | 记忆管理器初始化完成
2025-07-20 05:45:42.641 | INFO     | agent_memory_system.utils.logger:info:170 | 使用CPU向量索引
2025-07-20 05:45:42.650 | INFO     | agent_memory_system.utils.logger:info:170 | 图存储初始化完成
