2025-07-20 09:52:04.304 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 09:52:04.359 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 09:52:04.360 | WARNING  | agent_memory_system.utils.logger:warning:179 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 09:52:04.381 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储初始化完成
2025-07-20 09:52:04.382 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器初始化完成
2025-07-20 09:52:04.382 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 09:52:04.411 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 09:52:04.431 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 09:52:04.460 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 09:52:04.461 | WARNING  | agent_memory_system.utils.logger:warning:179 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 09:52:04.463 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储初始化完成
2025-07-20 09:52:04.463 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器初始化完成
2025-07-20 09:52:04.464 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 09:52:04.496 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 09:52:04.690 | WARNING  | __main__:init_app:45 | 环境变量文件不存在: /app/.env
