2025-07-20 05:57:42.771 | INFO     | agent_memory_system.utils.logger:info:172 | 使用CPU向量索引
2025-07-20 05:57:42.784 | INFO     | agent_memory_system.utils.logger:info:172 | 图存储初始化完成
2025-07-20 05:57:42.784 | WARNING  | agent_memory_system.utils.logger:warning:175 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 05:57:42.787 | INFO     | agent_memory_system.utils.logger:info:172 | 缓存存储初始化完成
2025-07-20 05:57:42.787 | INFO     | agent_memory_system.utils.logger:info:172 | 记忆管理器初始化完成
2025-07-20 05:57:42.788 | INFO     | agent_memory_system.utils.logger:info:172 | 使用CPU向量索引
2025-07-20 05:57:42.800 | INFO     | agent_memory_system.utils.logger:info:172 | 图存储初始化完成
2025-07-20 05:57:42.805 | INFO     | agent_memory_system.utils.logger:info:172 | 使用CPU向量索引
2025-07-20 05:57:42.817 | INFO     | agent_memory_system.utils.logger:info:172 | 图存储初始化完成
2025-07-20 05:57:42.817 | WARNING  | agent_memory_system.utils.logger:warning:175 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 05:57:42.819 | INFO     | agent_memory_system.utils.logger:info:172 | 缓存存储初始化完成
2025-07-20 05:57:42.819 | INFO     | agent_memory_system.utils.logger:info:172 | 记忆管理器初始化完成
2025-07-20 05:57:42.819 | INFO     | agent_memory_system.utils.logger:info:172 | 使用CPU向量索引
2025-07-20 05:57:42.830 | INFO     | agent_memory_system.utils.logger:info:172 | 图存储初始化完成
2025-07-20 05:57:42.930 | WARNING  | __main__:init_app:43 | 环境变量文件不存在: /app/.env
