2025-07-20 14:41:14.747 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 14:41:14.773 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 14:41:14.774 | WARNING  | agent_memory_system.utils.logger:warning:179 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 14:41:14.776 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储初始化完成
2025-07-20 14:41:14.779 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器初始化完成
2025-07-20 14:41:14.781 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 14:41:14.801 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 14:41:14.818 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 14:41:14.840 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 14:41:14.841 | WARNING  | agent_memory_system.utils.logger:warning:179 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 14:41:14.845 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储初始化完成
2025-07-20 14:41:14.845 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器初始化完成
2025-07-20 14:41:14.846 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 14:41:14.861 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 14:41:14.962 | WARNING  | __main__:init_app:45 | 环境变量文件不存在: /app/.env
