2025-07-20 09:58:55.200 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 09:58:55.221 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 09:58:55.222 | WARNING  | agent_memory_system.utils.logger:warning:179 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 09:58:55.224 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储初始化完成
2025-07-20 09:58:55.224 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器初始化完成
2025-07-20 09:58:55.225 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 09:58:55.243 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 09:58:55.257 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 09:58:55.279 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 09:58:55.279 | WARNING  | agent_memory_system.utils.logger:warning:179 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 09:58:55.282 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储初始化完成
2025-07-20 09:58:55.283 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器初始化完成
2025-07-20 09:58:55.283 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 09:58:55.302 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 09:58:55.443 | WARNING  | __main__:init_app:45 | 环境变量文件不存在: /app/.env
