2025-07-20 14:30:54.014 | INFO     | __main__:main:160 | 启动服务: host=0.0.0.0, port=8000, debug=False
2025-07-20 14:30:54.039 | INFO     | agent_memory_system.utils.logger:info:176 | API服务启动
2025-07-20 14:30:54.041 | INFO     | agent_memory_system.utils.logger:info:176 | API服务启动
2025-07-20 14:30:54.638 | INFO     | agent_memory_system.utils.logger:info:176 | WebSocket客户端连接: bf77cca1-3ecc-4c1e-9812-fb94b5bedfe1
2025-07-20 14:32:09.514 | ERROR    | agent_memory_system.utils.logger:error:182 | 获取记忆失败: 404: 记忆不存在
2025-07-20 14:32:22.737 | INFO     | agent_memory_system.utils.logger:info:176 | WebSocket客户端断开: bf77cca1-3ecc-4c1e-9812-fb94b5bedfe1
2025-07-20 14:32:27.872 | INFO     | agent_memory_system.utils.logger:info:176 | WebSocket客户端连接: fc45ce06-0b45-409b-b67d-b13569873103
2025-07-20 14:32:35.396 | INFO     | agent_memory_system.utils.logger:info:176 | 收到WebSocket消息: {'type': 'message', 'content': '我是青松', 'timestamp': '2025-07-20T14:32:27.873Z'}
2025-07-20 14:32:35.397 | INFO     | agent_memory_system.utils.logger:info:176 | 处理后的消息格式: {'type': 'message', 'data': {'content': '我是青松'}, 'timestamp': '2025-07-20T14:32:27.873Z'}
2025-07-20 14:32:35.406 | INFO     | agent_memory_system.utils.logger:info:176 | 解析后的消息: type=message, data={'content': '我是青松'}
2025-07-20 14:32:35.407 | INFO     | agent_memory_system.utils.logger:info:176 | 开始处理消息类型: message
2025-07-20 14:32:35.407 | INFO     | agent_memory_system.utils.logger:info:176 | process_websocket_message: 开始处理消息类型 message
2025-07-20 14:32:35.408 | INFO     | agent_memory_system.utils.logger:info:176 | 处理聊天消息，内容: 我是青松
2025-07-20 14:32:40.517 | ERROR    | agent_memory_system.utils.logger:error:182 | LLM API调用失败: 
2025-07-20 14:32:51.001 | INFO     | agent_memory_system.utils.logger:info:176 | LLM生成回复: 我是阿里云研发的超大规模语言模型，我叫通义千问。关于“你是中国青年朋友”这一信息，我并没有直接的记忆可以提供。但是，我可以帮助回答有关中国历史、文化、科技等领域的问题。请告诉我您需要了解的信息。
