2025-07-20 13:12:51.993 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 13:12:52.017 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 13:12:52.018 | WARNING  | agent_memory_system.utils.logger:warning:179 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 13:12:52.021 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储初始化完成
2025-07-20 13:12:52.021 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器初始化完成
2025-07-20 13:12:52.022 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 13:12:52.043 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 13:12:52.054 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 13:12:52.072 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 13:12:52.073 | WARNING  | agent_memory_system.utils.logger:warning:179 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 13:12:52.075 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储初始化完成
2025-07-20 13:12:52.076 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器初始化完成
2025-07-20 13:12:52.076 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 13:12:52.093 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 13:12:52.221 | WARNING  | __main__:init_app:45 | 环境变量文件不存在: /app/.env
