2025-07-20 14:52:16.399 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 14:52:16.417 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 14:52:16.418 | WARNING  | agent_memory_system.utils.logger:warning:179 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 14:52:16.421 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储初始化完成
2025-07-20 14:52:16.424 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器初始化完成
2025-07-20 14:52:16.424 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 14:52:16.440 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 14:52:16.449 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 14:52:16.472 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 14:52:16.472 | WARNING  | agent_memory_system.utils.logger:warning:179 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 14:52:16.474 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储初始化完成
2025-07-20 14:52:16.475 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器初始化完成
2025-07-20 14:52:16.475 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 14:52:16.493 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 14:52:16.614 | WARNING  | __main__:init_app:45 | 环境变量文件不存在: /app/.env
