2025-07-20 15:20:14.163 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 15:20:14.178 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 15:20:14.179 | WARNING  | agent_memory_system.utils.logger:warning:179 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 15:20:14.181 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储初始化完成
2025-07-20 15:20:14.182 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器初始化完成
2025-07-20 15:20:14.183 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 15:20:14.196 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 15:20:14.205 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 15:20:14.220 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 15:20:14.220 | WARNING  | agent_memory_system.utils.logger:warning:179 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 15:20:14.222 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储初始化完成
2025-07-20 15:20:14.222 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器初始化完成
2025-07-20 15:20:14.222 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 15:20:14.239 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 15:20:14.355 | WARNING  | __main__:init_app:45 | 环境变量文件不存在: /app/.env
