2025-07-20 05:57:18.728 | INFO     | agent_memory_system.utils.logger:info:172 | 使用CPU向量索引
2025-07-20 05:57:18.742 | INFO     | agent_memory_system.utils.logger:info:172 | 图存储初始化完成
2025-07-20 05:57:18.742 | WARNING  | agent_memory_system.utils.logger:warning:175 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 05:57:18.744 | INFO     | agent_memory_system.utils.logger:info:172 | 缓存存储初始化完成
2025-07-20 05:57:18.745 | INFO     | agent_memory_system.utils.logger:info:172 | 记忆管理器初始化完成
2025-07-20 05:57:18.745 | INFO     | agent_memory_system.utils.logger:info:172 | 使用CPU向量索引
2025-07-20 05:57:18.757 | INFO     | agent_memory_system.utils.logger:info:172 | 图存储初始化完成
2025-07-20 05:57:18.762 | INFO     | agent_memory_system.utils.logger:info:172 | 使用CPU向量索引
2025-07-20 05:57:18.774 | INFO     | agent_memory_system.utils.logger:info:172 | 图存储初始化完成
2025-07-20 05:57:18.775 | WARNING  | agent_memory_system.utils.logger:warning:175 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 05:57:18.777 | INFO     | agent_memory_system.utils.logger:info:172 | 缓存存储初始化完成
2025-07-20 05:57:18.777 | INFO     | agent_memory_system.utils.logger:info:172 | 记忆管理器初始化完成
2025-07-20 05:57:18.778 | INFO     | agent_memory_system.utils.logger:info:172 | 使用CPU向量索引
2025-07-20 05:57:18.789 | INFO     | agent_memory_system.utils.logger:info:172 | 图存储初始化完成
2025-07-20 05:57:18.881 | WARNING  | __main__:init_app:43 | 环境变量文件不存在: /app/.env
