2025-07-20 08:10:53.599 | INFO     | __main__:main:160 | 启动服务: host=0.0.0.0, port=8000, debug=False
2025-07-20 08:10:53.617 | INFO     | agent_memory_system.utils.logger:info:176 | API服务启动
2025-07-20 08:10:53.618 | INFO     | agent_memory_system.utils.logger:info:176 | API服务启动
2025-07-20 08:10:56.217 | INFO     | agent_memory_system.utils.logger:info:176 | WebSocket客户端连接: dd858656-24ba-44df-91ed-64c4d4b96fab
2025-07-20 08:11:07.308 | INFO     | agent_memory_system.utils.logger:info:176 | WebSocket客户端断开: dd858656-24ba-44df-91ed-64c4d4b96fab
2025-07-20 08:11:08.901 | INFO     | agent_memory_system.utils.logger:info:176 | WebSocket客户端连接: f4315c89-2b09-4015-8af6-64f3665d3ea4
2025-07-20 08:11:27.883 | INFO     | agent_memory_system.utils.logger:info:176 | 收到WebSocket消息: {'type': 'message', 'content': 'hi', 'timestamp': '2025-07-20T08:11:19.478Z'}
2025-07-20 08:11:27.884 | INFO     | agent_memory_system.utils.logger:info:176 | 处理后的消息格式: {'type': 'message', 'data': {'content': 'hi'}, 'timestamp': '2025-07-20T08:11:19.478Z'}
2025-07-20 08:11:27.885 | INFO     | agent_memory_system.utils.logger:info:176 | 解析后的消息: type=message, data={'content': 'hi'}
2025-07-20 08:11:27.885 | INFO     | agent_memory_system.utils.logger:info:176 | 开始处理消息类型: message
2025-07-20 08:11:27.885 | INFO     | agent_memory_system.utils.logger:info:176 | process_websocket_message: 开始处理消息类型 message
2025-07-20 08:11:27.886 | INFO     | agent_memory_system.utils.logger:info:176 | 处理聊天消息，内容: hi
2025-07-20 08:11:27.886 | INFO     | agent_memory_system.utils.logger:info:176 | 生成回复内容: 收到您的消息: hi
2025-07-20 08:11:27.887 | INFO     | agent_memory_system.utils.logger:info:176 | 处理完成，准备发送响应: {'type': 'message', 'data': {'content': '收到您的消息: hi'}, 'timestamp': '2025-07-20T08:11:27.886937', 'success': True, 'error': None}
2025-07-20 08:11:27.888 | INFO     | agent_memory_system.utils.logger:info:176 | 响应已发送
2025-07-20 08:13:06.575 | INFO     | agent_memory_system.utils.logger:info:176 | WebSocket客户端断开: f4315c89-2b09-4015-8af6-64f3665d3ea4
2025-07-20 08:13:06.675 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储连接池已关闭
2025-07-20 08:13:06.676 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器已关闭
2025-07-20 08:13:06.676 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储连接池已关闭
2025-07-20 08:13:06.677 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器已关闭
