2025-07-20 12:26:19.108 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 12:26:19.139 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 12:26:19.140 | WARNING  | agent_memory_system.utils.logger:warning:179 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 12:26:19.142 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储初始化完成
2025-07-20 12:26:19.143 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器初始化完成
2025-07-20 12:26:19.144 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 12:26:19.166 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 12:26:19.177 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 12:26:19.199 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 12:26:19.200 | WARNING  | agent_memory_system.utils.logger:warning:179 | 加密密钥格式不正确,使用随机生成的密钥
2025-07-20 12:26:19.202 | INFO     | agent_memory_system.utils.logger:info:176 | 缓存存储初始化完成
2025-07-20 12:26:19.203 | INFO     | agent_memory_system.utils.logger:info:176 | 记忆管理器初始化完成
2025-07-20 12:26:19.204 | INFO     | agent_memory_system.utils.logger:info:176 | 使用CPU向量索引
2025-07-20 12:26:19.229 | INFO     | agent_memory_system.utils.logger:info:176 | 图存储初始化完成
2025-07-20 12:26:19.324 | WARNING  | __main__:init_app:45 | 环境变量文件不存在: /app/.env
